epoch,acc,loss,val_acc,val_loss
0,0.0083889816360601,0.08051528264384183,0.12121212121212122,0.012750449947300605
1,0.008764607679465776,0.07449362177831936,0.12121212121212122,0.006891116544798019
2,0.008430717863105175,0.08376026720960687,0.12121212121212122,0.028786435761081024
3,0.008764607679465776,0.0755158153079949,0.12121212121212122,0.012985319003794498
4,0.008806343906510852,0.08176953609252385,0.12121212121212122,0.018163849153288905
5,0.008472454090150251,0.08681989441211539,0.12121212121212122,0.0096112490426846
6,0.008806343906510852,0.07751037460905334,0.12121212121212122,0.02370033113821274
7,0.009015025041736227,0.07460816909797087,0.12121212121212122,0.013646350947607034
8,0.008597662771285475,0.07406076014212075,0.12121212121212122,0.02096254357772701
9,0.009056761268781303,0.07151206910692948,0.12121212121212122,0.011178105116963611
