epoch,acc,loss,val_acc,val_loss
0,0.015261102498491611,0.030991365710122093,0.0226928893921956,0.02313825297528672
1,0.015405757498477314,0.03092951518988325,0.0226928893921956,0.020466659888231518
2,0.015261102514658067,0.030615313158611837,0.0226928893921956,0.02132975682558995
3,0.015478085009247801,0.030490067429010954,0.0226928893921956,0.022748130909028535
4,0.014971792504986788,0.03023125851616715,0.0226928893921956,0.021548079905303056
5,0.015188775003887578,0.03249363189651869,0.0226928893921956,0.020959543787825673
6,0.015188775003887578,0.031865954493918415,0.0226928893921956,0.028396417494086935
7,0.01461015499855595,0.03162502812939841,0.0226928893921956,0.024212047232085285
8,0.01497179249959797,0.030969675800011465,0.0226928893921956,0.022396373101696794
9,0.015044120003901876,0.03147009051826636,0.0226928893921956,0.025939384913008588
10,0.015695067503837538,0.030589486336139924,0.0226928893921956,0.02269040871104761
11,0.015188775003887578,0.03137659500352365,0.0226928893921956,0.022953758780985756
12,0.015116447503894726,0.03147284946680305,0.0226928893921956,0.02012381880789285
13,0.015044119998513057,0.031222583174250286,0.0226928893921956,0.023237682865519936
14,0.015044120009290694,0.030602764487592565,0.0226928893921956,0.021641795771881942
15,0.014827137498534504,0.03102019119447451,0.0226928893921956,0.021089410173814847
16,0.01497179249959797,0.03148465862937011,0.0226928893921956,0.02005365737631097
17,0.014537827499640861,0.031348909422276375,0.0226928893921956,0.02274777733424253
18,0.015044119998513057,0.032291477860398696,0.0226928893921956,0.02436363274881348
19,0.015044119998513057,0.032667508002456276,0.0226928893921956,0.023421787235300435
20,0.014465500014736702,0.03308953651994694,0.0226928893921956,0.023692980125005238
21,0.014971792498520205,0.03381899274902764,0.0226928893921956,0.02146612853073792
22,0.01518877499849876,0.03240009290451806,0.0226928893921956,0.024645246934533505
23,0.015261102503880429,0.03191532597435337,0.0226928893921956,0.023506386687638485
24,0.015261102498491611,0.03293464373524774,0.0226928893921956,0.02196812233139103
25,0.015405757498477314,0.03181941154396153,0.0226928893921956,0.02345351294171697
26,0.014465499998570247,0.032807114947840256,0.0226928893921956,0.022783983544867104
27,0.015044119998513057,0.03301392938843978,0.0226928893921956,0.024930859325161633
28,0.014537827505029681,0.03296424892936325,0.0226928893921956,0.02269898624985927
29,0.014899464999605119,0.034530564460440775,0.0226928893921956,0.02171820468123241
30,0.014465499998570247,0.03398657773330249,0.0226928893921956,0.01936055489311364
31,0.01403153499861314,0.03467295933911585,0.0226928893921956,0.02146232622186336
32,0.01518877499849876,0.033044790158057835,0.0226928893921956,0.023253284255232
33,0.015116447498505908,0.030942468101597388,0.0226928893921956,0.025825151585562648
34,0.014465499998570247,0.031352608929275466,0.0226928893921956,0.021987544412370847
35,0.014971792514686662,0.0314155919362326,0.0226928893921956,0.024193883496317264
36,0.01468248250393762,0.031233589226808335,0.0226928893921956,0.02288416143988982
37,0.015116447498505908,0.030026162232184555,0.0226928893921956,0.021392799943229204
