epoch,acc,loss,val_acc,val_loss
0,0.0,0.11544544958986937,0.0,0.004367371895544825
1,0.0,0.004316005920640569,0.0,0.003949854069106972
2,0.0,0.0032128419025637196,0.0,0.004488827079583278
3,0.0,0.0021296241871251592,0.0,0.004613726170715504
4,0.0,0.0018685492619167807,0.0,0.0036991196018411015
5,0.0,0.0012179197723676542,0.0,0.005002843220333421
6,0.0,0.0012918876173645397,0.0,0.0029486965812664475
7,0.0,0.001131552218697496,0.0,0.002669212178590569
8,0.0,0.0007366004135214248,0.0,0.003132988159800394
9,0.0,0.0008487584261182171,0.0,0.0037513926337217596
10,0.0,0.0006338489025944074,0.0,0.0025149547501403594
11,0.0,0.0006653242890790851,0.0,0.0026482537300946784
12,0.0,0.0006337385630252578,0.0,0.0028602098019593868
13,0.0,0.0009123394822329945,0.0,0.0027976167960546924
14,0.0,0.0005550825308491498,0.0,0.002783371360209688
15,0.0,0.0005457390009490654,0.0,0.0036459423018251084
16,0.0,0.0006144438570910083,0.0,0.0032881298711680052
17,0.0,0.00048056168946001025,0.0,0.0032074636879799263
18,0.0,0.0005959424358066418,0.0,0.0032283537967190113
19,0.0,0.0007817598279205445,0.0,0.0026808830546996678
20,0.0,0.0006255717119286616,0.0,0.004176233243397478
21,0.0,0.0004946661775313179,0.0,0.002801761237753925
22,0.0,0.0004833843140668734,0.0,0.00315488106776207
23,0.0,0.0006537147922299032,0.0,0.0035493078958443833
24,0.0,0.0004809150361546277,0.0,0.0035917397049154425
25,0.0,0.0005446368836024208,0.0,0.002717469768568272
26,0.0,0.0005906824177033538,0.0,0.00325019057987716
27,0.0,0.0005757801418578958,0.0,0.003157173099080994
28,0.0,0.0007243974731753367,0.0,0.0025344812805741536
29,0.0,0.0005785788137833628,0.0,0.003271531053997689
30,0.0,0.00044601003841372006,0.0,0.0031633106975136618
31,0.0,0.0003419659240883775,0.0,0.0027483994788855843
32,0.0,0.0005922496721517829,0.0,0.002888231011592102
33,0.0,0.00034277462487364963,0.0,0.0034015915263586934
34,0.0,0.00045950583760880596,0.0,0.002863255225630525
35,0.0,0.0003426964835596912,0.0,0.0027917508541603895
36,0.0,0.00034512661560874976,0.0,0.0036137421726808905
37,0.0,0.0003139683816206994,0.0,0.0025488701459068274
38,0.0,0.0008888452905798355,0.0,0.002688934831236766
39,0.0,0.00029045520304220524,0.0,0.0029432630705194464
40,0.0,0.0003023454145176435,0.0,0.0031736095824754992
41,0.0,0.00022064653305313108,0.0,0.0026717382993310993
42,0.0,0.00025688113837979805,0.0,0.00348416072505387
43,0.0,0.0001903607866946834,0.0,0.0028007505032087033
44,0.0,0.00017209322974139524,0.0,0.0026791515533226774
45,0.0,0.00018638091799991032,0.0,0.002816646534542471
46,0.0,0.00020364467198390898,0.0,0.002702554958282495
47,0.0,0.00020287246664435677,0.0,0.003183254711790357
48,0.0,0.00018377770966382904,0.0,0.0027671323536207376
49,0.0,0.00017643350518266725,0.0,0.002878142059859276
0,0.0,0.005752634879101664,0.0,0.02185421241590505
1,0.0,0.0018926023726987338,0.0,0.02665331346132161
2,0.0,0.0013357215957981736,0.0,0.026087759961798518
3,0.0,0.0010300496235582368,0.0,0.025309139604514565
4,0.0,0.0009660038250484865,0.0,0.021291273937861968
5,0.0,0.0007386496871769488,0.0,0.023082364722046632
6,0.0,0.0007378054820423046,0.0,0.024044441369786246
7,0.0,0.0006207320058074009,0.0,0.022591546490463927
8,0.0,0.0006425400750125024,0.0,0.022108858339987915
9,0.0,0.0005410860923679264,0.0,0.02319822260308165
10,0.0,0.00046105323918542326,0.0,0.02142588101756264
11,0.0,0.000517482795038497,0.0,0.025536921255407775
12,0.0,0.0005117481033746226,0.0,0.024032464966117943
13,0.0,0.0003595137965757064,0.0,0.02698116202185566
14,0.0,0.00033474504929139123,0.0,0.025422439763972217
15,0.0,0.0004342107157638649,0.0,0.026804107056653172
16,0.0,0.0003209862057747662,0.0,0.026736222598551723
17,0.0,0.0003434347773782592,0.0,0.02589760625143133
18,0.0,0.0003715431573928905,0.0,0.025371728858097128
19,0.0,0.00028182300578049495,0.0,0.022541104588950103
20,0.0,0.00033016669065233747,0.0,0.02351464121270104
21,0.0,0.0002733634859551436,0.0,0.02451116133854202
22,0.0,0.0002277002119416786,0.0,0.0286063511681533
23,0.0,0.0002522186106604906,0.0,0.028269434780172874
24,0.0,0.00029361547093848016,0.0,0.027771422572418266
25,0.0,0.0006675054267051832,0.0,0.023783139076851253
26,0.0,0.00030450877337328007,0.0,0.027495440111088527
27,0.0,0.00017220766892687956,0.0,0.0283303161095971
28,0.0,0.0001532224258827726,0.0,0.027875232048357235
29,0.0,0.00015808120328991116,0.0,0.027505091358181417
30,0.0,0.00015837554633112223,0.0,0.027815601985668424
31,0.0,0.00017598448254213279,0.0,0.02960174948207681
