epoch;acc;loss;val_acc;val_loss
0;0.0;0.6548806266351386;0.0;1.0570614031831762
1;0.0;0.6453370595792968;0.0;1.0570614031831762
2;0.0;0.6453370595792968;0.0;1.0570614031831762
3;0.0;0.6453370595792968;0.0;1.0570614031831762
4;0.0;0.6453370595792968;0.0;1.0570614031831762
5;0.0;0.6453370595792968;0.0;1.0570614031831762
6;0.0;0.6453370595792968;0.0;1.0570614031831762
7;0.0;0.6453370595792968;0.0;1.0570614031831762
8;0.0;0.6453370595792968;0.0;1.0570614031831762
9;0.0;0.6453370595792968;0.0;1.0570614031831762
