epoch,acc,loss,val_acc,val_loss
0,0.997005987310124,0.005383440078263133,0.0226928893921956,0.04091463604784535
1,1.0,0.0015281454118063018,0.0226928893921956,0.04998561963025436
2,1.0,0.0008505050996590255,0.0226928893921956,0.05407020273106133
3,1.0,0.00036442450423083153,0.0226928893921956,0.05568436159077878
4,1.0,0.0001445102873203868,0.0226928893921956,0.05664392021674767
5,1.0,9.057613470697002e-05,0.0226928893921956,0.057224923576057886
6,1.0,6.559772859978425e-05,0.0226928893921956,0.05790687340742969
7,1.0,2.4920518053131794e-05,0.0226928893921956,0.058037048850874864
8,1.0,5.278464543100815e-05,0.0226928893921956,0.05843783505894321
9,1.0,3.6056899639952786e-05,0.0226928893921956,0.05875340585512213
